"","type","text"
"2662","ham","One of best dialogue in cute reltnship..!! Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
"2663","ham","Ok but tell me half an hr b4 u come i need 2 prepare."
"2664","ham","Thanks da thangam, i feel very very happy dear. I also miss you da."
"2665","ham","Gud ni8 dear..slp well..take care..swt dreams..Muah.."
"2666","ham","Life is more strict than teacher... Bcoz Teacher teaches lesson & then conducts exam, But Life first conducts Exam & then teaches Lessons. Happy morning. . ."
"2667","ham","Aight, text me tonight and we'll see what's up"
"2668","ham","Another month. I need chocolate weed and alcohol."
"2669","spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only"
"2670","ham","If e timing can, then i go w u lor..."
"2671","ham","Exactly. Anyways how far. Is jide her to study or just visiting"
"2672","ham","K.k:)advance happy pongal."
"2673","ham","i dnt wnt to tlk wid u"
"2674","ham","Same as kallis dismissial in 2nd test:-)."
"2675","ham","Where are the garage keys? They aren't on the bookshelf"
"2676","ham","K..k:)how much does it cost?"
"2677","spam","YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 "
"2678","ham","I surely dont forgot to come:)i will always be in touch in with you:-)"
"2679","spam","Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!"
"2680","spam","IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!"
"2681","ham","Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT & HAVE A NICE SLEEP..SWEET DREAMS.."
"2682","ham","The affidavit says  #  E Twiggs St, division g, courtroom  # , TIME  AM. I'll double check and text you again tomorrow"
"2683","spam","Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX"
"2684","spam","Bought one ringtone and now getting texts costing 3 pound offering more tones etc"
"2685","ham","Sorry, I'll call later In meeting."
"2686","ham","Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
"2687","ham","Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
"2688","ham","Huh so late... Fr dinner?"
"2689","ham","U repeat e instructions again. Wat's e road name of ur house?"
"2690","ham","So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi."
"2691","ham","DO NOT B LATE LOVE MUM"
"2692","ham","I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
"2693","ham","WHO ARE YOU SEEING?"
"2694","spam","Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030"
"2695","ham","HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x"
"2696","ham","When u login dat time... Dad fetching u home now?"
"2697","ham","Captain vijaykanth is doing comedy in captain tv..he is drunken :)"
"2698","ham","Y so late but i need to go n get da laptop..."
"2699","ham","Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
"2700","ham","What part of don't initiate don't you understand"
"2701","ham","Haha yeah I see that now, be there in a sec"
"2702","ham","Yup. Anything lor, if u dun wan it's ok..."
"2703","ham","Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?"
"2704","ham","Got it! It looks scrumptious... daddy wants to eat you all night long!"
"2705","ham","I fetch yun or u fetch?"
"2706","ham","Nope... Think i will go for it on monday... Sorry i replied so late"
"2707","spam","We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW"
"2708","ham","Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
"2709","ham","No need to ke qi... u too bored izzit y suddenly thk of this..."
"2710","ham","Right on brah, see you later"
"2711","ham","How long has it been since you screamed, princess?"
"2712","ham","Well I might not come then..."
"2713","ham","[...] anyway, many good evenings to u! s"
"2714","ham","Don know:)this week i'm going to tirunelvai da."
"2715","ham","How come guoyang go n tell her? Then u told her?"
"2716","ham","Depends on where u going lor."
"2717","ham","Its hard to believe things like this. All can say lie but think twice before saying anything to me."
"2718","ham","Are you up for the challenge? I know i am :)"
"2719","ham","Nobody names their penis a girls name this story doesn't add up at all"
"2720","ham","Actually i'm waiting for 2 weeks when they start putting ad."
"2721","ham","Ya tel, wats ur problem.."
"2722","ham","Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx"
"2723","ham","I'm at home. Please call"
"2724","ham","Dear i am not denying your words please"
"2725","ham","Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
"2726","ham","Pls accept me for one day. Or am begging you change the number."
"2727","ham","Wish i were with you now!"
"2728","ham","Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates"
"2729","ham","Yeah probably, I still gotta check out with leo"
"2730","ham","Watching telugu movie..wat abt u?"
"2731","ham","Nite..."
"2732","ham","Shb b ok lor... Thanx..."
"2733","ham","Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx"
"2734","ham","NEFT Transaction with reference number  #  for Rs. DECIMAL  has been credited to the beneficiary account on  #  at  TIME : #"
"2735","ham","I said its okay. Sorry"
"2736","ham","The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live."
"2737","ham","Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
"2738","ham","Howz that persons story"
"2739","ham","Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
"2740","ham","Guess he wants alone time. We could just show up and watch when they do.."
"2741","ham","There r many model..sony ericson also der.. # ..it luks good bt i forgot modl no"
"2742","ham","Boy you best get out here quick"
"2743","ham","Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
"2744","ham","I call you later, don't have network. If urgnt, sms me."
"2745","ham","What time should I tell my friend to be around?"
"2746","ham","So when do you wanna gym?"
"2747","ham","U 2."
"2748","ham","babe ... What happened to you ? How come you never came back?"
"2749","ham","Hi Petey!noi’m ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x"
"2750","ham","1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  # .joker face."
"2751","ham","Now? I'm going out 4 dinner soon.."
"2752","ham","Mm that time you dont like fun"
"2753","ham","Sary just need Tim in the bollox &it hurt him a lot so he tol me!"
"2754","ham","Get ready to put on your excellent sub face :)"
"2755","ham","But i'm really really broke oh. No amount is too small even  # "
"2756","spam","PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04"
"2757","ham","I re-met alex nichols from middle school and it turns out he's dealing!"
"2758","ham","And now electricity just went out fml."
"2759","spam","FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop"
"2760","ham","U still going to the mall?"
"2761","ham","Are you available for soiree on June 3rd?"
"2762","spam","SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+"
"2763","ham","She ran off with a younger man. we will make pretty babies together :)"
"2764","spam","Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
"2765","ham","I agree. So i can stop thinkin about ipad. Can you please ask macho the same question."
"2766","ham","I'm really not up to it still tonight babe"
"2767","ham","Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
"2768","ham","Take something for pain. If it moves however to any side in the next 6hrs see a doctor."
"2769","ham","Ta-Daaaaa! I am home babe, are you still up ?"
"2770","ham","Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
"2771","ham","I can. But it will tell quite long, cos i haven't finish my film yet..."
"2772","spam","Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468"
"2773","ham","Is ur changes 2 da report big? Cos i've already made changes 2 da previous report."
"2774","ham","No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked."
"2775","ham","Have a good evening! Ttyl"
"2776","ham","Dude u knw also telugu..thts gud..k, gud nyt.."
"2777","ham","Just looked it up and addie goes back Monday, sucks to be her"
"2778","ham","I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
"2779","ham","I'm in class. Did you get my text."
"2780","ham","Ok i am on the way to railway"
"2781","ham","Did u see what I posted on your Facebook?"
"2782","ham","Pls go there today  # . I dont want any excuses"
"2783","ham","Did u find a sitter for kaitlyn? I was sick and slept all day yesterday."
"2784","ham","Lol wtf random. Btw is that your lunch break"
"2785","ham","Yeah that's the impression I got"
"2786","ham","4 oclock at mine. Just to bash out a flat plan."
"2787","ham","Haha... dont be angry with yourself... Take it as a practice for the real thing. =) "
"2788","spam","Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE"
"2789","spam","Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705"
"2790","ham","I'm putting it on now. It should be ready for  TIME "
"2791","spam","BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
"2792","ham","That seems unnecessarily affectionate"
"2793","ham","Oh k k:)but he is not a big hitter.anyway good"
"2794","ham","Guess who spent all last night phasing in and out of the fourth dimension"
"2795","ham","Sent me de webadres for geting salary slip"
"2796","ham","No probably  # %."
"2797","ham","Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day."
"2798","ham","Okie"
"2799","ham","have * good weekend."
"2800","ham","Sian... Aft meeting supervisor got work 2 do liao... U working now?"
"2801","ham","Ofcourse I also upload some songs"
"2802","ham","Now only i reached home. . . I am very tired now. . I will come tomorro"
"2803","ham","Haha awesome, be there in a minute"
"2804","spam","FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
"2805","ham","I dont knw pa, i just drink milk.."
"2806","spam","tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
"2807","ham","Was doing my test earlier. I appreciate you. Will call you tomorrow."
"2808","ham","I'm home. Doc gave me pain meds says everything is fine."
"2809","spam","Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy babe. How about we go slo n hard! Txt XXX SLO(4msgs)"
"2810","ham","(No promises on when though, haven't even gotten dinner yet)"
"2811","ham","Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ...  I will be with YOU  Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
"2812","ham","Hai dear friends... This is my new & present number..:) By Rajitha Raj (Ranju)"
"2813","ham","Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs."
"2814","ham","I had askd u a question some hours before. Its answer"
"2815","ham","Then why no one talking to me"
"2816","ham","Ok..."
"2817","ham","Thanks chikku..:-) gud nyt:-*"
"2818","ham","Hey you can pay. With salary de. Only  # ."
"2819","spam","FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP"
"2820","ham","He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
"2821","ham","Meeting u is my work. . . Tel me when shall i do my work tomorrow"
"2822","spam","Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
"2823","ham","Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*"
"2824","ham","Yes princess! I want to catch you with my big strong hands..."
"2825","ham","If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
"2826","ham","Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
"2827","ham","Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
"2828","ham","Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work."
"2829","ham","Tell me they're female :V how're you throwing in? We're deciding what all to get now"
"2830","ham","Arms fine, how's Cardiff and uni? "
"2831","ham","For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis."
"2832","ham","I'm home. Ard wat time will u reach?"
"2833","ham","Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic"
"2834","ham","babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ..."
"2835","ham","That's what I love to hear :V see you sundayish, then"
"2836","ham","Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
"2837","ham","I love u 2 my little pocy bell I am sorry but I love u"
"2838","ham","Lol they were mad at first but then they woke up and gave in."
"2839","spam","URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
"2840","ham","Jay wants to work out first, how's 4 sound?"
"2841","ham","No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
"2842","ham","Wife.how she knew the time of murder exactly"
"2843","ham","Well, I was about to give up cos they all said no they didn€˜t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
"2844","ham","I can't, I don't have her number!"
"2845","ham","Jus finished avatar nigro"
"2846","ham","It should take about  #  min"
"2847","ham","Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
"2848","ham","Where's my boytoy? I miss you ... What happened?"
"2849","ham","Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
"2850","ham","Aldrine, rakhesh ex RTM here.pls call.urgent."
"2851","ham","Where at were hungry too"
"2852","ham","I'd say that's a good sign but, well, you know my track record at reading women"
"2853","ham","Printer is cool. I mean groovy. Wine is groovying"
"2854","ham","C movie is juz last minute decision mah. Juz watch 2 lar but i tot u not interested."
"2855","spam","Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&"
"2856","ham","But i'll b going 2 sch on mon. My sis need 2 take smth."
"2857","spam","TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
"2858","ham","Yup, no need. I'll jus wait 4 e rain 2 stop."
"2859","ham","Very hurting n meaningful lines ever: I compromised everything for my love, But at d end my love compromised me for everything:-(.. Gud mornin:-)"
"2860","ham","Yeah we do totes. When u wanna?"
"2861","ham","K.k.this month kotees birthday know?"
"2862","ham","Ha ha - had popped down to the loo when you hello-ed me. Hello!"
"2863","ham","You best watch what you say cause I am drunk"
"2864","ham","Double eviction this week - Spiral and Michael and good riddance to them!"
"2865","ham","S.s:)i thinl role is like sachin.just standing. Others have to hit."
"2866","ham","Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go"
"2867","ham","# ISH MINUTES WAS 5 MINUTES AGO. WTF."
"2868","ham","Well that must be a pain to catch"
"2869","ham","Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
"2870","ham","I will reach before ten morning"
"2871","ham","K actually can you guys meet me at the sunoco on howard? It should be right on the way"
"2872","ham","Right it wasnt you who phoned it was someone with a number like yours!"
"2873","ham","Thanx 4 sending me home..."
"2874","ham","How's ur paper?"
"2875","ham","Both :) i shoot big loads so get ready!"
"2876","ham","Guai... u shd haf seen him when he's naughty... u so free today? Can go jogging..."
"2877","ham","Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks"
"2878","ham","We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  # th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
"2879","ham","It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance."
"2880","ham","I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  # . Is there a way i could get that from you, till mid march when i hope to pay back."
"2881","ham","It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep."
"2882","ham","I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love"
"2883","ham","What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother"
"2884","ham","Havent."
"2885","spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only"
"2886","ham","Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
"2887","ham","I don't run away frm u... I walk slowly & it kills me that u don't care enough to stop me..."
"2888","ham","Aight, call me once you're close"
"2889","ham","Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today..."
"2890","spam","RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!"
"2891","ham","Hey you around? I've got enough for a half + the ten I owe you"
"2892","ham","Thats cool. Where should i cum? On you or in you? :)"
"2893","ham","How is your schedule next week? I am out of town this weekend."
"2894","ham","Yup no more already... Thanx 4 printing n handing it up."
"2895","spam","Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs "
"2896","ham","sorry brah, just finished the last of my exams, what up"
"2897","ham","You are always putting your business out there. You put pictures of you on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
"2898","ham","What time you coming down later? "
"2899","spam","LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts"
"2900","ham","What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
"2901","ham","Uh, heads up we don't have THAT much left"
"2902","ham","Dont worry. I guess he's busy."
"2903","ham","Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
"2904","ham","I to am looking forward to all the sex cuddling.. Only two more sleeps "
"2905","ham","And very importantly, all we discuss is between u and i only."
"2906","ham","But i have to. I like to have love and arrange."
"2907","spam","Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
"2908","ham","Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
"2909","ham","I just really need before tomorrow and I know you won't be awake before like 6"
"2910","spam","Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP"
"2911","ham","I've not sent it. He can send me."
"2912","ham","Theyre doing it to lots of places. Only hospitals and medical places are safe."
"2913","ham","how are you? I miss you!"
"2914","ham","Ok i msg u b4 i leave my house."
"2915","ham","It's ok, at least armand's still around"
"2916","spam","You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p"
"2917","ham","Somebody set up a website where you can play hold em using eve online spacebucks"
"2918","ham","If i let you do this, i want you in the house by 8am."
"2919","ham","Headin towards busetop"
"2920","ham","I've reached home finally..."
"2921","ham","R we going with the  #  bus?"
"2922","spam","FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop"
"2923","ham","Haha just kidding, papa needs drugs"
"2924","ham","Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!"
"2925","ham","The wine is flowing and i'm i have nevering.."
"2926","spam","CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+"
"2927","spam","Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
"2928","ham","swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
"2929","ham","Yeah why not, is the gang all ready"
"2930","spam","U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795."
"2931","ham","Anytime..."
"2932","ham","Me fine..absolutly fine"
"2933","ham","How will I creep on you now? ;_;"
"2934","spam","No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info"
"2935","ham","Nah, Wednesday. When should I bring the mini cheetos bag over?"
"2936","ham","K do I need a login or anything"
"2937","spam","Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248"
"2938","ham","We're finally ready fyi"
"2939","ham","Id have to check but there's only like 1 bowls worth left"
"2940","ham","There's no point hangin on to mr not right if he's not makin u happy"
"2941","ham","Sorry, I'll call later in meeting."
"2942","ham","We stopped to get ice cream and will go back after"
"2943","spam","You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!"
"2944","ham","Ard 4 lor..."
"2945","ham","I wan but too early lei... Me outside now wun b home so early... Neva mind then..."
"2946","ham","Well the general price is  # /oz, let me know if/when/how much you want"
"2947","ham","I just lov this line: Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie gud ni8 and sweet dreams"
"2948","spam","18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222."
"2949","ham","I call you later, don't have network. If urgnt, sms me."
"2950","ham","I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!"
"2951","ham","You want to go? "
"2952","ham","Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
"2953","ham","When i have stuff to sell i.ll tell you"
"2954","ham","No my mum went 2 dentist."
"2955","spam","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL"
"2956","spam","You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+"
"2957","ham","Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed & irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
"2958","ham","I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house."
"2959","ham","Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day."
"2960","spam","Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX"
"2961","ham","I am late. I will be there at"
"2962","ham","My stomach has been thru so much trauma I swear I just can't eat. I better lose weight."
"2963","ham","Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
"2964","ham","I€˜m going to try for 2 months ha ha only joking"
"2965","ham","Ugh my leg hurts. Musta overdid it on mon."
"2966","ham","Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!"
"2967","ham","Since when, which side, any fever, any vomitin."
"2968","ham","Re your call; You didn't see my facebook huh?"
"2969","ham","How is it possible to teach you. And where."
"2970","ham","Our Prashanthettan's mother passed away last night. pray for her and family."
"2971","ham","Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?"
"2972","spam","tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!"
"2973","ham","Single line with a big meaning::::: Miss anything 4 ur Best Life but, don't miss ur best life for anything... Gud nyt..."
"2974","spam","As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts"
"2975","ham","Quite ok but a bit ex... U better go eat smth now else i'll feel guilty..."
"2976","ham","Nope... Juz off from work..."
"2977","ham","Idea will soon get converted to live:)"
"2978","ham","Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me."
"2979","ham","That day you asked about anand number. Why:-)"
"2980","ham","No need lar i go engin? Cos my sis at arts today..."
"2981","spam","FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+"
"2982","spam","Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528"
"2983","ham","Alright we're hooked up, where you guys at"
"2984","ham","Oh fine, I'll be by tonight"
"2985","ham","My drive can only be read. I need to write"
"2986","ham","Sorry de i went to shop."
"2987","ham","Onum ela pa. Normal than."
"2988","ham","Dear got bus directly to calicut"
"2989","ham","Ugh. Gotta drive back to sd from la. My butt is sore."
"2990","ham","Ok lor wat time u finish?"
"2991","ham","Some friends want me to drive em someplace, probably take a while"
"2992","ham","Anyway seriously hit me up when you're back because otherwise I have to light up with armand"
"2993","ham","Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ #  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
"2994","spam","Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870"
"2995","ham","Hmm thinking lor..."
"2996","spam","As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
"2997","ham","Where are you call me."
