Hotel_Name_City,Review_Title,Review_Overall_Rating,Review_Date,date_of_review,Review_Content,Medium_of_Review,Month_of_Visit,Review_Type,Rating_Value,Rating_Location,Rating_Sleep_Quality,Rating_Rooms,Rating_Cleanliness,Rating_Service,Reviewer_Name,Reviewer_Location,Total_Reviews_by_Reviewer,Total_Hotel_Reviews_by_Reviewer,Reviews_in_Cities,Total_Helpful_Votes,Helpful_Votes_this_review,Room_Tips,Response_to_Review,Response_to_Review_Date,Review_collected_in_partnership,Page_URL
Radhika Regency Rourkela,“centraly located. new team”,4,09-05-2013,09/05/2013,good place to stay; centrally located and having connection to all the places. top of it a nice energetic team cares for all the needthe food quality is excellentthe location of this place is areal for business trip as well as to get in in odd hours as its proximity to railways station,via Web,Jul-13,with family,4,3,4,4,4,4,pratap k,"Durgapur, India",2,NA,2,NA,NA,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r175906794-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Good service; large rooms & convenient location”,5,09-05-2013,09/05/2013,We stayed in Radhika Regency for 3 days and from railway station pick up to check out it was a very pleasant experience. The hotel has a good gym; nice bar; ok children's play zone etc.Getting inside the room; Large room with a good space; one of the largest bathrooms that i have seen in hotels. Very clean & well maintained. The house keeping was very helpful & friendly. Breakfast spread is not great but good enough. Food & service in restaurant id good. The bar provides excellent service & nice Ambiance. The car park area is unique with a car jutting out through the wall and each wall having a model of a gun with name & basic specification. Considering this being a small industrial city; the facility & service offered is excellent. We are planning to go back again to this hotel.,via Web,Aug-13,with family,4,5,4,4,5,5,Sridhar72,"Chennai, India",11,8,9,1,NA,Room Tip: Rooms at lower levels do not have good view due to adjoining buildings; so ask for higher floors. Th...,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r175840073-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“My stay at Hotel radhika Regency”,3,7/30/2013,7/30/2013,Advantage of this hotel is that it is very near to railway; preferable location for those who are having break journey at rourkela.one more plus point is pickup and dropping for railway stationambience is ok. Drawbacks are food is not that good,via Web,Jul-13,on business,2,4,3,3,3,3,rajesh546,"Ranchi, India",4,3,4,3,NA,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r169878425-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“EXCELLENT FOOD”,4,07-11-2013,07/11/2013,FOOD is good and decoration is perfect and station is nearby 5mins. It was great to have special packing for our trains. Restaurant is perfectly design and have many types of cutlery models gun models etc; A.C is fine.,via Web,Jun-13,on business,5,5,4,4,4,4,BAPPA2013,"Calcutta, West Bengal, India",19,10,14,9,NA,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r167150450-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Hotel with variety”,4,6/27/2013,6/27/2013,I have been to Rourkela several times but my stay this time was very satisfying. For the first time; I stayed in this hotel. I was accompanied by two colleagues and arrived from Barbil in the morning. The hotel arranged for a car for the day very quickly. We took a small bite which was quite tasty. The rooms were quite spacious and clean. It had complementary mineral water & tea maker.Returning from work; we had some snacks in their restaurant on the other side of the sideway. Before returning to our rooms; we went to a children's play area and healthcare zone where they have a fish spa. This was quite unique for a small town like Rourkela.For dinner; we went to another restaurant of the hotel serving mainly snacks. To our pleasant surprise; we found a large variety of dosa. We chose different varieties and enjoyed the good taste of the dosas served.The breakfast spread was also reasonable but perhaps there was room for betterment. The staff members were very attentive. Overall; it was a satisfying experience.,via Web,Jun-13,on business,3,4,4,4,4,4,DIPANKAR_MAZ,KOLKATA,9,7,8,3,NA,Room Tip: It is better to have rooms in the lower floor as we experienced non working of lift,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r165413514-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Great Bar”,4,6/20/2013,6/20/2013,Me and my friend were passing through Rourkela and had to wait for our connecting train which was 2 hours away.As we always like a tipple while on a trip we went down to the Cloud 9 bar of this hotel;highly recommend this place for a drink.3 beers and a biriyani will set you back by Rs.800.Good service and pleasant staff but place is dimly lit though.,via Web,Jun-13,with friends,4,5,NA,4,5,5,Adityanag,"Cuttack, India",13,4,11,2,NA,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r164566188-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“VERY GOOD HOTEL AT ROURKELA..”,4,5/28/2013,5/28/2013,A REALLY GOOD HOTEL WITH SATISFACTORY SERVICES IN ALL RESPECT..Food quality is very good..co-operative staffs..neat and clean spacious rooms...very near to station..for business purpose this hotel it is one of the best cost effective hotel..,via Web,Feb-13,on business,4,5,4,4,4,5,soumenkarbnk,"Kolkata, India",5,3,4,NA,NA,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r162086481-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“It will be a good idea to spend the weekends in Radhika regency”,5,04-11-2013,04/11/2013,Radhika regency a three starred hotel in the vicinity of railway station ; and you don’t need to take any pain to search for it ; there is a counter just inside the railway station to contact the hotel for accommodation. A lot of rooms are there with a well managed theme based parking space .There is gaming zone which include bowling; video games and many other such games . Pedicure (fish) also available. Excellent food ;good taste ;comfortable cozy beds ; well behaved and organized staffs altogether they make a memorable stay at Rourkela the steel city which don't have many options .Moreover It will be a good idea to spend the weekends in Radhika regency with your kids . The nearby places are Hanuman batika ; Bedabyas ; IG park and Mandira dam .,via Web,Apr-13,with family,5,5,5,4,5,5,swarnaprabha k,"Bhubaneswar, India",96,26,39,8,2,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r157377738-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Good for overnight Business stay”,4,3/15/2013,3/15/2013,Just very close to Rourkela Railway Station. 3 min walkable. Neat and clean spacious room. Good helpful staff. Good choices in breakfast table !!The bar is also spacious and well decorated.AC room is must for most of the season.Best in all respect considering other local options.,via Web,Mar-13,on business,3,4,3,4,4,4,supu1234,"Kolkata, India",29,18,12,2,1,Room Tip: Better to book in advance.,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r154596719-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Good connectivity”,4,2/21/2013,2/21/2013,Rourkela being a small town doesn't really pose big challenges in terms of connectivity. But; this hotel is located right in middle of the city and a small stroll from the Railway Station. Rooms are decent and food is alright. The parking at the basement is a little cramped and might require some good driving skills to park the car.,via Web,Apr-12,on business,4,5,4,3,3,4,animesh202,Mumbai,67,58,35,6,NA,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r152685043-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Center of Town Good to Stay”,4,1/24/2013,1/24/2013,I visited there on my business tour. Its Good hotel to stay food is good. staff behavior is average. Hotel have internet faculty but if you want to use it they will refuse you and asked you go out side. overall good hotel to stay there.,via Web,Dec-12,on business,4,4,3,3,3,2,sethirajeev,"Chandigarh, India",15,11,12,2,NA,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r150468683-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Pleasant stay”,4,1/23/2013,1/23/2013,Happened to stay there twice last year as part of business trip.. Very nice supporting staff. Food was excellent . Everything was on time . They have very good infrastructure All services are excellent .. Would recommend to anyone,via Web,Dec-12,on business,4,5,4,4,4,4,Dan0609,"Salem, Tamil Nadu, India",30,20,15,1,NA,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r150391682-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Great Hotel in Rourkela”,4,12/23/2012,12/23/2012,The first thing when we noticed as we got off the train and outside the station was that the Radhika Regency had a small glass room for its guests at the station.That was really something and we really loved the whole concept even the place was just 5 mins from the station. The basement packing is a bit weird with a Maruti 800 bursting out of the wall and a different range of guns painted on the pillar made me think what were they thinking. But even though the hotel is in the middle of the city i was pleasantly surprised by the silence inside the lobby and hotel in general. We stayed on the second floor and there was no view to speak of the room was spotless. We loved the fact that the room was extremely clean. Bathrooms huge with both hot and cold water and again clean.But we hated the fact that everytime we left and told the reception to get our room cleaned it never got done. Once we had to remind them 4 times that our room needs cleaning and they finally sent someone up to do that. And the second floor has a huge auditorium at the end of the hall which gets very loud at the day time and evenings. Not recommended. Now service is amazing and i have no complaints there. Every person from the staff refused tips at any given point of time and the 24 hour room service was top notch even at 2 in the night. Everyone including the drivers were very very conteous and made us feel at ease. The food is also very good and a wide variety as well. The bar on the other was very loud and not in the nice way. Very dingy and shady. Bartender very rude. We just had one drink and didnt like it at all. The manager at the bar was very helpful and we truly appreciate his attention towards keeping his guests happy. All in all a good experience with a few complaints which can be improved upon. Pick up and drop service is amazing.,via Web,Dec-12,with family,4,5,4,4,5,5,runtothebeach,Kuwait City,33,12,15,2,NA,Room Tip: Higher Floors are more quiet. Avoid Second floor at all costs.,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r147934302-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Good hotel in Rourkela”,4,11-12-2012,11/12/2012,Sitated close to the railway station; this is one of the better options to stay in Rourkela.Rooms are up to the mark and all amenities required by a business traveller are available.Food is of the highest quality and it was a pleasure to have my meals here.Would definitely stay here on my next visit.,via Web,Aug-12,on business,4,5,5,4,4,5,WanderingIndian,Indian,131,93,42,1,1,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r145211679-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“A Surprise Package”,4,11-03-2012,11/03/2012,It was a pleasent surprise for me during my first visit to rourkela to find such a decent hotel operating there. The rooms are big & neat; the service is great; complimentary breakfast is good enough; front office is helpful but the food is the best. I had a diff. dal on their suggestion & it was better than what i have tasted anywhere. Their dry fish was also excellent. Keep up the good work.,via Web,Oct-12,on business,4,4,4,4,4,4,jimmybrc,"vadodara, gujarat",20,16,16,2,3,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r144361447-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Decent hotel”,3,9/20/2012,9/20/2012,I had been there once for business tour. Located very near to the Rourkela Railway station. Rooms are big and so as the bathrooms. Buffet breakfast is pritty good. Food quality is commendable. Its a good budget hotel to stay on. Nice clean and well maintained hotel in the city of Rourkela. Highly recommended,via Web,Mar-12,on business,4,5,4,4,4,4,debojit_roy2009,"Calcutta, West Bengal, India",30,30,23,2,3,Room Tip: Higher rooms,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r140733461-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Business Hotel very centrally located”,4,09-04-2012,09/04/2012,A good hotel for stay if you are on a business trip; with clean nicely done up rooms in the new portion; priced moderately; buffet breakfast has limited options; hospitality is good; overall a good experience.,via Web,Feb-12,on business,4,5,4,4,4,4,Vikas72,"Kolkata, India",9,9,9,5,4,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r139337893-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“GOOD BUDGET HOTEL ;ROURKELA”,4,8/20/2012,8/20/2012,It is a good budget Hotel ; very nearby to rly stn. rooms are bigger and clean with all modern amenties. Wi-Fi is also there free of cost. Food quality is also good. Morning buffet break fast has good variety.Stn Pick up and drop is there. Tea sipping is expensive for single. No window choice is there. Good room service and laundry too.,via Web,Aug-12,on business,4,4,4,4,4,4,ANIMESH4024,"Kolkata (Calcutta), India",20,18,16,2,4,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r137773133-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“good value for money”,4,07-04-2012,07/04/2012,The hotel situated very close to rourkela railway station ensures a pleasant stay as provides ample facilities to the customers. The hotel is neat and clean and very freindly staff and the restaurant with bar is also very clean and they serve delicious food in rourkela. also there are good conference room facility and for business travellers this hotel suits a good budget hotel in rourkela.,via Web,May-12,on business,4,5,4,4,4,4,s_venkatin2001,Indore,36,33,17,2,2,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r133413246-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Having problem with power cut and WIFI”,2,6/13/2012,6/13/2012,I stayed here at Radhika Agency 10 to 12 June 2012. I have observed that Power problem after each one hours power is going for 2 to 3 minute for 1-2 time which irritate you as it is often.WIFI is also not working continuously for two days I have observed that in one hour WIFi connection cutting 2-3 times.as WIFI and power are the most important thing now a days which irritate you if it do not work properly.If you don't mind with above then other thing are OK.Room cleanliness and design :- goodStaff communication:- GoodFood: good,via Web,Jun-12,on business,1,4,3,4,4,4,SwapnilB B,Aurangabad,3,NA,3,NA,NA,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r131894808-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Well Maintained Rooms”,5,1/26/2012,1/26/2012,Always I prefer to stay in Mayfair but this I tried this Radhika regency and found it a very good choice as compare to other and value.The rooms are well maintained and service is very good.Bathrooms are clean.The food quality is average.,via Web,Feb-11,solo,5,5,4,4,4,5,sanatpanda,"Bhubaneswar, India",141,57,41,3,13,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r123645145-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Very nice hotel & hospitality...”,5,1/24/2012,1/24/2012,Very nice hotel with reasonable price in Rourkela; with good amenities. The location of this hotel is near to Railway station. Radhika hotel offers nice food; supportive staff. pick up & drop facility available.,via Web,Dec-11,on business,5,5,5,5,5,5,kaustubh1234,pune,2,NA,2,1,9,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r123553806-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Best hotel at Rourkela”,4,12/30/2011,12/30/2011,Undoubtedly the best hotel in all counts at Rourkela. Rourkela does has a Mayfair but Radhika Regency is better than Mayfair. Rooms are a bit small and the surrounding locality of the hotel is not good. But very courteous behavior of the hotel staff combined with excellent food and service would make you forget any negative thing you would observe.Room tariffs are not expensive.When I offered tip to one of the hotel staff; they denied accepting it and replied that sir our tip would be your next visit to Rourkela and stay at our hotel again. Do try this hotel if visiting Rourkela.,via Web,Sep-11,on business,4,3,4,3,4,5,jeetendra_sahu,"Kolkata, India",3,3,3,9,8,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r122305405-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“great place for business traveller in Rourkela”,4,11/18/2011,11/18/2011,stying with this properlty regulerly since 2007. Great location. just 2min walking from Rourkela Railway station - that was the usp of the hotel initially. Later in 2009/10 it got major facelift and now one of best property in Rourkela and service was always excellent with great cooking.if you are taking early morning train; they will just pack a nice breakfast for you and hand it over at the railway station while dropping - even u did ot ask for it.present menu card is very widely spread from typical speciality food of Orissa; Jharkhand & Bengal to exotic continental focusing International guest.,via Web,Nov-11,on business,4,5,5,4,4,5,Manish5790,"Kolkata, India",37,19,19,2,6,Room Tip: Any room is ok,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r120727914-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Family Holiday”,5,9/14/2011,9/14/2011,One of the finest Hotels in Orissa. Very Good Location and the service is excellent.Good place to have Business Meeting with Corporate parties.Good food & has a very good Bar...Has a bowling ally on the ground floor .. excellent.,via Web,Jun-11,with family,5,5,NA,5,NA,5,afaquepune,Pune,5,5,4,7,6,Room Tip: Ask for Free Cab Service for local transport,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r118094877-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“The basic business hotel; good for short business trip”,3,09-10-2011,09/10/2011,We had just one night stay; this offered budget hotel; with good amenities; at rasonable prices and a decent breakfast; the rooms are just Ok and comfortable stay; located close to market place; the room service is good can also go down and have food at restaurant; the restaurant is good and big; the rooms are also clean ; tiled floors. Good for a business short stay.,via Web,Jul-11,on business,3,NA,3,NA,3,4,vikasmadan100,"Mumbai, India",49,37,29,3,6,Room Tip: Preferably towards the entrance,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r117896741-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Surprisingly Good Hotel!”,4,6/30/2011,6/30/2011,I stayed at Radhika on business and was pleasantly surprised by the quality of the hotel. A small town small hotel but is excellent in its standards of order; cleanliness; service and staff behavior.The dinning hall and general restaurant is superb; probably the best in the town.Tariff is highly reasonable in the face of high standards of service & facilities. Unlike in the cases many good hotels; prices of food and drinks are quite reasonable  Secured arrangement of car parking in the ground floor of hotel-building and assured  accommodation for our car-driver at a very low price.One aspect that I did not like is that no staff of the hotel is allowed to accept any tips in spite of good service.Hopefully they are given excess salaries to make up for such losses.This hotel has one intrinsic drawback. Compared to its standards of service; it has insufficient land area. So; it has an unimpressive frontage and no back area at all. So; its outward look doesn’t indicate its high standards otherwise.The reception area of the hotel is; therefore; not as impressive & spacious as it should be; compared to its quality.Overall; a very pleasant stay. Probably the best hotel in town.,via Web,Jun-11,on business,4,NA,4,NA,4,5,In40,"Durgapur, India",5,5,5,7,7,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r114901504-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“An outstanding hotel in a small town”,5,5/29/2011,5/29/2011,The most unique hotel I have encountered so far. My experience with Radhika:(i) Clean and hygienic room(ii) very friendly staff; and the manager as well (Mr Shahid Khan-we were traveling from Malaysia to Kolkata; took 6 hr train (a 'creepy' one) from Kolkata to Rourkela. Hotel staff were there to pick us up from train station at night without any extra charges (but just a short distance; about 200-300 m).(iii) doesn't implement custom of tipping-after they carried luggages to our rooms; I gave tip to a staff. He immediately rejected it and said it is not their practice here. I warned my other colleagues not to give any tips worrying that other staff might be waiting for tips. Eventually we found out all staff implement the honest attitude. Great!(iv) Food-delicious; worth the money; big portion; friendly waiters; clean environment(V) Sent us to conference venue everyday (about 10-15 min by car). Very disappointed with the organizer's poor arrangement. (v) On the last day; they sent us to train station and negotiated with some guys waiting to carry our big luggages to the opposite platform. Impossible to carry on our own. We felt the price was too low and willing to give extra money (poor workers there). Mr Shahid was smiling and got a headache at the same time (after bargaining for us; still we wanted to pay more). Life is difficult here; earning single cent is tough. Small kids were begging around.,via Web,Oct-10,on business,5,3,5,5,5,5,KahHui,"Kuala Lumpur, Malaysia",2,NA,2,7,7,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r110313173-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Homely Stay”,4,2/25/2011,2/25/2011,My collegues have booked this hotel for me for a business trip. The hotel is located very close to Railway station (walkable distance) and is in City centre. Right from Security; Receptionist and upto the Room service boys; each and every one is very friendly. You will be get a warm welcome from everyone. The rooms are clean and Kitchen is very clean. Food quality is good and fish is a speciaility here.We have organised an informal party at thier party hall. The hall is not so attractive but OK. Cost of stay is reasonable for a clean and neat room.,via Web,Aug-10,on business,5,5,4,5,4,5,Kamesh_Chennai,Chennai,4,4,4,5,5,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r97944464-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“The best value for your money!”,5,12/25/2010,12/25/2010,We went to this place not expecting much from especially with a name like that. However we were in for a nice surprise. This place is located a stone's throw away from the rail station. I've seen several places near the stn that jack up the price without justifying for it either in service or quality of rooms. Radhika however is very clean; upmarket and the service was good what with the boys refusing to take tips. The receptionists are always ready to help and are courteous. Except for a partially clogged drain in the bathroom everything else was perfect including the complementary breakfast.,via mobile,Dec-10,NA,5,5,NA,5,5,5,urover,,3,3,3,3,3,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r90668553-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Good experience in steel town”,4,10/22/2010,10/22/2010,I had been to Rourkela for official tour. I choose to stay this hotel because it is near to Railway station and nearer to my site. Rooms are quite comfortable. The veg. restaurant and the other multi-cuisine is very good. This seems to be the one of the best hotel in Rourkela. Service is quite good. The only drawback of the hotel is the room rent also some time delay for service either for room service or house keeping.Overall I had a quite pleasant experience during my stay.,via Web,Aug-10,on business,3,4,3,4,4,4,knightrider7,Kolkata,88,88,54,6,1,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r84470528-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Radhika Regency Rourkela,“Awesome; felt like I am in different World.”,5,9/19/2010,9/19/2010,I am really impressed by the services provided by the hotel staffs adding value to the hotel's advantage i.e.1) Its location - 2-3 minutes from Station (pick-up facility by the Hotel)2) Business Centre in the hotel itself3) Variety of restaurants i.e Nottee and 7AM(fast food) with many arcade games parlour.4) Most spacious rooms in the city with great bathroom furnishings. (24hr electricity with aircons)5) MOST IMPORTANT - Waiters; Bell boys and Watchmans do not accept Tips from anyone- 1st time ever seen in this industry and even in the whole world I have ever been to.6) Even after being in the heart of city; no sound (horns;etc) can disturbed your sleep which I believe is because of its special window fittings; etc.Thank You Guys for making my stay wonderful. I wish you long long prosperous life and I would definitely recommend you guys. This hotel deserves to be known. :),via Web,Aug-10,on business,4,5,5,5,5,5,dvikasss,"Jamshedpur, India",1,NA,NA,2,2,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g1162252-d1863414-r80113868-Radhika_Regency-Rourkela_Odisha.html#CHECK_RATES_CONT
Ravine Hotel Satara,“The Queen of Panchgani”,4,11-03-2014,11/03/2014,I booked a vacation starting 1st Nov 2014-4th Nov 2014. Let me take u from the ground up .The website was very slow n erratic. The hotel should have a direct availability policy at the time of booking; They took the full payment but we were not sure whether we would get the place or no..again leaving our vacation in a limbo.But the best part was we got the room and the view from our room no 211 was amazing a 5/5..They have the best location...The check in was a smooth affair nd the coincerge staff was helpful with our luggage too..The rooms are well appointed..but signs of ageing are well seen..The rooms could have a mini fridge; nd the towels could smell aromatic...THE ROOM SERVICE FOR LUNCH N DINNER is not available except starters n soups..This is very annoying as to after a whole days sightseeing I didn't have the strength to visit the restaurant. but no choice. The restaurant is very thinly staffed..Just 1 capt to take d orders in a whole of the melting pot..it took us 25 mins to get the attention of the waiter to order our dinner.The food is good..could be improved however.The continental kitchen is closed..so missed out on that. The gym is fantastic but could do with more lighting.. Didn't use the other facilities like swimming pool etc..so cannot comment on the same..THE view ing deck is fantastic so are the tennis courts n the child play area.Overall a good stay.THE house keeping staff is excellent & very helpful indeed.. Overall I will still recommend this place...don't look at the lacunaes if you are a ardent nature fan....,via mobile,Nov-14,NA,4,5,NA,4,3,3,aleson1,"Mumbai, India",2,NA,2,NA,NA,NA,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r237771594-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Great Experience”,5,10/31/2014,10/31/2014,I stayed in Hotel ravine for 2 days with my family a valley view plus amazing and wonderful experience. Beautiful location and valley view & hotel staff are very cooperative.Dinning hall in hotel is superb I don't have words to say. Overall one of the best and lavish hotel in that region.Visit again very soon during rainy season.,via Web,Oct-14,with family,5,NA,NA,5,NA,5,Faiz1969,"Mumbai, India",2,NA,2,1,NA,Room Tip: 2nd Level Valley plus,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r237279514-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
Ravine Hotel Satara,“Experience good ... but cant say the same about booking and billing”,4,10/29/2014,10/29/2014,"Let me start my review with two events that did not go down well with me1. I wanted to book a \Valley Plus\"" room for three nights. Before booking; I called up the reservations and they told me that Valley Plus was booked out; and Valley Side rooms were available. I booked the same on the web site immediately. At night; another person called me saying that Valley Side rooms are not available and wanted me to shift to East Side room. I referred to the discussion earlier in the day basis which i had booked. During discussion; he slipped that the Valley Side room was not available for all three nights. So I asked which night it was not available. He said the third night it was not available. So i booked valley plus for two nights and east side for the third night. While checkout; I was told that rooms are booked two months in advance .. .at the same time the person next to him was noting a booking for the next week. 2. During checkout; my bill showed AC usage. I had specifically booked for non-AC rooms. The lady at the reception told me that the room had AC fitted and the remote was in the room. So that means; AC was used. I told her that my family stays in Mumbai where temperatures rarely drop below 24 and the Panchgani temp was in the range of 14 to 18. So we are not even using the fans and there was not question of using the AC. Finally; they \""reluctantly\"" agreed to cancel the AC charges. Apart from the above two event; the stay was very pleasant and comforting. The hotel is located at the start of Panchgani. It is far from the city center and market; but that is also a boon as there is less noise more space around. The tennis courts are good. The play area for kids are well maintained. One of the rare occasions where I found that the play areas was clean and all items well maintained and in working conditions. The game zone in the basement is also good with a TT table; table football; carrom; pool table; air hockey. couple of items are charged per game but most are free. The gym is well equipped... though i did not use it but just had a peek. The in house restaurant serves good food. Barring a couple of personnel; the others are very helpful and pleasing to serve. We learned which tables to keep away so we can avoid the rude guys. They also have a mini-theatre; but we could not use it since there was a Devrai art exhibition going on in the same room .The rooms are spacious and clean. Overall a good experience and would definitely stay here again. A TIP: Check if AC remote in room. If it is there; do return to the reception to avoid point 2 situation described above.""",via Web,Oct-14,with family,NA,NA,NA,5,4,5,michaeldsilva,mumbai,71,20,22,4,1,Room Tip: Choose Valley Side or Valley Plus.,NA,NA,NA,http://www.tripadvisor.in/ShowUserReviews-g297653-d537730-r236859161-Ravine_Hotel-Panchgani_Maharashtra.html#CHECK_RATES_CONT
